ID do hospedeiro;nome do hospedeiro;Cidade;Bairro;Tipo de Imovel;pre�o;minimo de noite;numero de avalia��es;ultima avalia��o;avalia��es por m�s;contagem calculada de listagens de hospede;disponibilidade 365;;
1414412;Jiyoung;Manhattan;Upper East Side;Entire home/apt;150;4;17;01/01/2019;0.43;1;26;;
35211977;Maria;Brooklyn;Bushwick;Private room;55;1;1;28/03/2016;0.03;1;0;;
63407204;C;Manhattan;Flatiron District;Entire home/apt;650;5;42;24/05/2019;1.07;1;335;;
60617592;Ricky;Queens;Astoria;Private room;50;1;1;24/03/2016;0.02;1;0;;
63291733;Carlyne;Brooklyn;Canarsie;Entire home/apt;81;2;43;29/06/2019;1.18;1;309;;
39476438;Rachel;Manhattan;Harlem;Entire home/apt;92;5;4;28/08/2018;0.11;2;0;;
20348541;Jessica;Manhattan;West Village;Private room;105;1;14;28/06/2016;0.36;1;0;;
10750483;Mark;Manhattan;East Harlem;Private room;89;4;1;02/01/2019;0.16;1;365;;
30733725;Jessie;Brooklyn;Williamsburg;Entire home/apt;348;2;1;17/04/2016;0.03;1;0;;
3752523;Ari;Brooklyn;Crown Heights;Entire home/apt;168;2;63;07/06/2019;1.66;2;344;;
;;;;;;;;;;;;;
3937437;Lisa;Manhattan;East Village;Entire home/apt;100;2;0;;;1;0;;
63499716;Vanessa;Manhattan;Harlem;Entire home/apt;175;4;130;03/07/2019;3.33;1;53;;
3577509;Eric;Brooklyn;Bedford-Stuyvesant;Entire home/apt;100;4;113;25/06/2019;2.87;2;287;;
63506844;Andre;Brooklyn;Flatbush;Entire home/apt;119;3;121;08/07/2019;3.38;1;280;;
4323335;Jamie;Brooklyn;Bedford-Stuyvesant;Entire home/apt;105;4;22;29/06/2019;0.67;1;11;;
2103550;Anna;Brooklyn;Crown Heights;Entire home/apt;200;1;0;;;1;0;;
4392739;René;Manhattan;SoHo;Entire home/apt;290;2;69;08/06/2019;1.73;1;99;;
35362734;Gregoire;Brooklyn;Bedford-Stuyvesant;Private room;62;1;0;;;1;0;;
50661711;Cory;Manhattan;Washington Heights;Private room;70;1;0;;;1;0;;
174570;Holly;Brooklyn;Crown Heights;Entire home/apt;65;4;1;22/05/2016;0.03;1;0;;
63544192;Annie;Manhattan;Tribeca;Private room;60;25;2;31/07/2018;0.05;1;0;;
9143200;Steven;Manhattan;Upper West Side;Entire home/apt;160;3;2;13/06/2016;0.05;1;0;;
63560790;A.B.;Queens;Kew Gardens;Shared room;45;1;17;19/05/2019;0.72;2;365;;
62316222;C E;Manhattan;SoHo;Entire home/apt;595;5;51;06/06/2019;1.29;1;347;;
63623329;Marina;Brooklyn;Crown Heights;Private room;60;3;5;10/10/2016;0.13;1;0;;
7640852;Markus;Brooklyn;Williamsburg;Private room;95;2;0;;;1;0;;
41099363;Maria;Brooklyn;Fort Greene;Private room;150;4;2;09/04/2019;0.18;3;193;;
35587586;Platon;Manhattan;Hell's Kitchen;Entire home/apt;200;1;0;;;1;0;;
39111035;Veronica;Manhattan;Upper West Side;Private room;160;2;2;31/08/2016;0.06;1;0;;
3167887;Sarah;Manhattan;West Village;Entire home/apt;300;5;88;24/06/2019;2.32;1;121;;
4501003;Brooke;Brooklyn;Flatbush;Entire home/apt;99;1;3;20/05/2016;0.08;1;0;;
12986134;Nicole;Brooklyn;Bedford-Stuyvesant;Entire home/apt;150;3;0;;;1;334;;
4386682;Francesco;Queens;Ridgewood;Private room;35;5;7;02/03/2019;0.19;3;0;;
5251483;Sasha;Brooklyn;Vinegar Hill;Entire home/apt;170;4;2;23/07/2016;0.05;1;0;;
17737517;Martin;Manhattan;East Harlem;Private room;65;1;0;;;1;0;;
3274929;Agustin;Brooklyn;Flatbush;Shared room;38;3;27;24/04/2019;0.95;1;84;;
31919152;Ryan;Brooklyn;Williamsburg;Private room;60;7;0;;;1;0;;
63702305;Caroline;Manhattan;SoHo;Entire home/apt;500;4;72;01/07/2019;1.80;1;330;;
24253453;Lisah;Brooklyn;Park Slope;Private room;85;2;1;24/06/2016;0.03;2;0;;
12446288;Micki & Kristian;Brooklyn;Williamsburg;Entire home/apt;110;3;4;30/05/2018;0.10;1;0;;
9427555;Leila;Manhattan;East Harlem;Private room;60;8;6;29/06/2017;0.16;1;0;;
27488921;Jorge;Manhattan;Harlem;Entire home/apt;148;6;44;23/06/2019;1.12;1;280;;
63755360;Matt;Manhattan;East Village;Entire home/apt;133;2;72;24/06/2019;1.82;1;0;;
19586959;Philip;Manhattan;Hell's Kitchen;Entire home/apt;160;1;0;;;1;0;;
50976547;Young;Manhattan;East Village;Entire home/apt;250;3;1;02/05/2016;0.03;1;0;;
37188098;Ashraful;Queens;Astoria;Private room;95;1;13;07/08/2016;0.33;2;183;;
13509844;Ara;Manhattan;East Harlem;Private room;69;7;7;14/08/2016;0.18;1;0;;
2705455;Rei;Queens;Long Island City;Entire home/apt;180;6;1;20/05/2016;0.03;1;0;;
63790712;Layla;Manhattan;Harlem;Private room;40;2;16;04/01/2019;0.40;2;0;;
63800453;Harry;Brooklyn;Flatbush;Private room;85;1;6;01/01/2017;0.16;1;0;;
3630684;Habby;Brooklyn;Bushwick;Private room;65;3;11;02/06/2019;0.37;1;0;;
32306916;Vin;Brooklyn;Crown Heights;Private room;55;1;4;15/05/2016;0.10;1;0;;
1212041;Michelle;Manhattan;East Village;Shared room;75;1;4;15/09/2016;0.10;2;0;;
13209857;Tania;Manhattan;East Harlem;Entire home/apt;125;3;11;21/08/2018;0.28;1;0;;
45990565;Alba & Genesis;Bronx;Morris Heights;Private room;26;3;21;08/06/2019;0.64;2;127;;
18994094;Kailei;Brooklyn;Williamsburg;Entire home/apt;175;2;28;22/04/2019;0.70;1;0;;
3752933;Steve;Brooklyn;Red Hook;Private room;85;2;66;24/06/2019;4.58;1;59;;
7306184;Jasper;Brooklyn;Clinton Hill;Entire home/apt;179;5;0;;;1;0;;
9028473;Molly;Brooklyn;Crown Heights;Private room;75;1;0;;;1;0;;
63914230;Kay;Brooklyn;Williamsburg;Private room;76;5;1;12/07/2016;0.03;1;0;;
29084038;Stephan And Liz;Manhattan;Chelsea;Entire home/apt;225;30;87;08/06/2019;2.17;1;280;;
63928471;David;Manhattan;Harlem;Private room;40;1;6;22/03/2019;0.16;1;0;;
22089496;Sara;Manhattan;Upper East Side;Entire home/apt;110;2;22;02/06/2019;0.55;1;0;;
61391963;Corporate Housing;Manhattan;Upper East Side;Entire home/apt;117;30;8;21/04/2019;0.25;91;311;;
63935825;Marianna;Queens;Ditmars Steinway;Entire home/apt;78;1;4;28/05/2016;0.10;1;0;;
63940105;One;Manhattan;Hell's Kitchen;Entire home/apt;800;3;59;23/06/2019;1.51;1;263;;
15817123;Stephanie;Brooklyn;Greenpoint;Entire home/apt;65;1;152;18/06/2019;3.80;3;1;;
1410306;Eugene;Manhattan;Upper West Side;Entire home/apt;105;1;181;06/07/2019;4.61;1;175;;
4411040;Maya;Brooklyn;Bushwick;Private room;45;1;3;25/06/2016;0.08;1;0;;
17638424;Sophie;Queens;Elmhurst;Private room;34;1;89;03/07/2019;2.35;8;164;;
5388411;Timothy;Manhattan;Harlem;Entire home/apt;90;3;0;;;1;0;;
54043278;Marina;Brooklyn;Bedford-Stuyvesant;Private room;65;3;0;;;1;0;;
15789646;Steven;Queens;Sunnyside;Entire home/apt;150;30;7;04/01/2019;0.18;2;338;;
10461612;Devon;Manhattan;Hell's Kitchen;Entire home/apt;160;3;20;29/05/2017;0.50;1;0;;
16098958;Jeremy & Laura;Manhattan;Murray Hill;Entire home/apt;250;30;2;09/01/2019;0.17;96;337;;
64027912;Carolin;Manhattan;Upper East Side;Entire home/apt;106;1;0;;;1;0;;
25237492;Juliana;Manhattan;Washington Heights;Entire home/apt;95;30;7;04/02/2018;0.19;34;322;;
46889591;Hatsumi;Manhattan;Upper East Side;Private room;69;1;4;15/05/2016;0.10;1;0;;
27709477;Jasmine;Brooklyn;Bedford-Stuyvesant;Entire home/apt;145;2;100;23/06/2019;2.52;1;296;;
25810;Sasha;Brooklyn;Bedford-Stuyvesant;Entire home/apt;75;5;7;10/08/2018;0.18;1;0;;
59473349;Judy;Brooklyn;East New York;Entire home/apt;70;5;37;28/06/2019;1.48;1;263;;
9217610;Virginie;Brooklyn;Greenpoint;Entire home/apt;225;6;0;;;2;0;;
28121352;Franklin;Queens;Elmhurst;Private room;43;2;27;31/10/2017;0.68;1;0;;
35253342;Tee;Brooklyn;Fort Hamilton;Entire home/apt;121;20;23;13/04/2019;0.60;3;294;;
13318184;Rebecca;Brooklyn;Williamsburg;Private room;50;1;0;;;4;0;;
1598283;Anna;Manhattan;East Village;Entire home/apt;198;3;31;11/06/2019;0.80;1;57;;
116382;Anthony;Brooklyn;Crown Heights;Private room;109;2;115;30/06/2019;2.87;5;352;;
42047615;Jonathan & Nancy;Manhattan;Chelsea;Entire home/apt;199;30;1;31/10/2016;0.03;2;292;;
64170911;Anne;Bronx;Riverdale;Entire home/apt;150;2;79;30/06/2019;1.99;1;267;;
64170751;Dani;Brooklyn;Crown Heights;Private room;49;3;5;09/04/2017;0.13;1;0;;
30283594;Kara;Manhattan;Midtown;Entire home/apt;239;30;0;;;121;351;;
6132748;Chip;Brooklyn;Park Slope;Entire home/apt;100;1;0;;;1;0;;
30283594;Kara;Manhattan;Midtown;Entire home/apt;239;30;0;;;121;352;;
30283594;Kara;Manhattan;Midtown;Entire home/apt;239;30;0;;;121;352;;
2295610;Rebecca;Brooklyn;Williamsburg;Entire home/apt;170;3;21;02/06/2019;0.53;1;0;;
30283594;Kara;Manhattan;Midtown;Entire home/apt;239;30;1;22/11/2017;0.05;121;352;;
43170685;Koji;Brooklyn;Williamsburg;Private room;80;1;1;17/04/2016;0.03;1;0;;
30283594;Kara;Manhattan;Midtown;Entire home/apt;239;30;0;;;121;351;;
30283594;Kara;Manhattan;Midtown;Entire home/apt;239;30;0;;;121;352;;
30283594;Kara;Manhattan;Hell's Kitchen;Entire home/apt;239;30;0;;;121;352;;
22099204;Cinthia;Manhattan;Upper West Side;Entire home/apt;80;1;2;23/11/2016;0.05;1;0;;
4106320;Sachea;Brooklyn;Bedford-Stuyvesant;Entire home/apt;140;2;33;09/06/2019;0.87;1;145;;
21661360;Julie;Manhattan;Gramercy;Entire home/apt;240;2;0;;;1;0;;
13340829;Lin;Brooklyn;Crown Heights;Private room;60;5;1;18/08/2016;0.03;1;0;;
44596503;Josh & Jessica;Manhattan;Upper West Side;Entire home/apt;200;2;128;17/06/2019;3.31;1;231;;
18978289;Julian;Manhattan;Two Bridges;Entire home/apt;159;2;3;24/09/2017;0.11;1;0;;
15817123;Stephanie;Brooklyn;Greenpoint;Entire home/apt;65;1;56;27/10/2018;1.58;3;0;;
5707158;Yuan;Manhattan;Kips Bay;Private room;70;3;2;29/09/2016;0.05;2;0;;
30283594;Kara;Manhattan;Midtown;Entire home/apt;369;30;0;;;121;345;;
36076005;Stephen;Manhattan;Upper West Side;Private room;120;3;9;25/09/2017;0.23;1;365;;
30283594;Kara;Manhattan;Midtown;Entire home/apt;239;30;0;;;121;348;;
14731964;Pete;Manhattan;East Village;Private room;125;1;36;07/07/2019;1.40;1;81;;
59489089;Molly;Brooklyn;Bedford-Stuyvesant;Entire home/apt;200;3;6;31/07/2018;0.15;1;0;;
63403077;Sebastian;Manhattan;East Harlem;Private room;50;29;40;30/04/2019;1.14;2;0;;
87266;David;Manhattan;Harlem;Entire home/apt;120;150;10;07/05/2019;0.46;1;331;;
26806527;Avir;Manhattan;Gramercy;Shared room;100;1;0;;;1;0;;
1534297;Bárbara;Brooklyn;Williamsburg;Private room;80;1;2;17/06/2016;0.05;1;0;;
39856008;Tanya;Manhattan;Lower East Side;Entire home/apt;140;1;1;17/04/2016;0.03;1;0;;
50292584;Haydee;Brooklyn;Sunset Park;Entire home/apt;105;2;66;09/06/2019;1.68;2;360;;
51159504;Mariana;Brooklyn;Crown Heights;Private room;49;3;3;07/10/2018;0.08;1;365;;
11481;Annette;Brooklyn;Carroll Gardens;Entire home/apt;180;4;5;08/05/2019;0.13;3;333;;
14476679;Michael;Manhattan;East Village;Private room;70;1;3;26/06/2016;0.08;1;0;;
42435983;Mark;Manhattan;East Village;Entire home/apt;450;1;45;01/07/2019;1.17;1;287;;
62345719;Adam;Brooklyn;Crown Heights;Private room;44;2;5;26/06/2018;0.38;1;0;;
8303104;Christen;Brooklyn;South Slope;Private room;89;1;102;03/07/2019;2.56;1;269;;
35027358;Thomas;Brooklyn;Carroll Gardens;Entire home/apt;172;2;90;30/06/2019;2.31;1;87;;
438593;SaeHo;Manhattan;Chelsea;Entire home/apt;350;1;2;17/04/2016;0.05;2;0;;
64341665;Nka;Manhattan;Harlem;Private room;68;1;49;26/05/2019;1.23;2;365;;
63403077;Sebastian;Manhattan;East Harlem;Private room;52;32;57;02/02/2019;1.46;2;39;;
64355945;Catharina;Queens;Rego Park;Private room;70;2;32;01/07/2019;0.81;1;89;;
52474491;Arthur;Brooklyn;Sea Gate;Entire home/apt;223;1;1;28/03/2016;0.03;3;0;;
52474491;Arthur;Brooklyn;Sea Gate;Private room;71;1;0;;;3;0;;
52474491;Arthur;Brooklyn;Sea Gate;Private room;97;1;2;28/03/2016;0.05;3;0;;
20353296;Mia;Manhattan;East Harlem;Private room;75;1;5;20/08/2016;0.13;1;0;;
7695223;David;Manhattan;Hell's Kitchen;Private room;65;2;6;17/12/2016;0.16;1;0;;
64411228;Virginia;Brooklyn;Williamsburg;Private room;64;1;25;13/05/2019;0.63;1;0;;
7913863;Joey;Brooklyn;Williamsburg;Private room;59;2;138;20/06/2019;3.63;1;268;;
11028022;Tyrone;Brooklyn;Crown Heights;Private room;100;3;0;;;1;0;;
64444742;Sushanti;Brooklyn;Bushwick;Private room;60;2;21;11/06/2019;0.53;1;364;;
34861728;Iris;Queens;Kew Gardens;Private room;73;9;2;10/09/2018;0.17;4;276;;
34861728;Iris;Queens;Kew Gardens;Entire home/apt;219;9;2;03/01/2019;0.22;4;273;;
64454893;Atul;Manhattan;Greenwich Village;Entire home/apt;999;3;11;04/05/2019;0.28;1;164;;
64528384;Eva;Manhattan;Chelsea;Private room;150;60;0;;;1;0;;
17638424;Sophie;Queens;Elmhurst;Private room;52;1;108;07/07/2019;2.71;8;174;;
64534798;Olivia Loksing;Brooklyn;Crown Heights;Entire home/apt;90;2;2;14/05/2016;0.05;1;0;;
6255163;Tracy;Manhattan;Upper West Side;Entire home/apt;150;2;16;01/06/2019;0.42;1;220;;
36306552;Jarett;Manhattan;Upper West Side;Entire home/apt;325;1;43;21/06/2019;1.12;1;223;;
44332076;Amber;Manhattan;Washington Heights;Entire home/apt;170;5;24;24/04/2019;1.39;1;121;;
8896489;Florin;Queens;Maspeth;Entire home/apt;79;3;64;23/06/2019;1.60;1;311;;
8456000;Brian;Brooklyn;Clinton Hill;Private room;175;1;17;01/06/2019;1.51;2;179;;
45103252;Ruokun;Manhattan;Upper West Side;Private room;75;1;0;;;1;0;;
39863896;Valerie;Brooklyn;Crown Heights;Entire home/apt;120;3;70;03/06/2019;1.79;1;208;;
64561100;Nicolas;Manhattan;Harlem;Private room;72;1;98;20/06/2019;2.50;1;204;;
64568425;Christine;Brooklyn;Prospect-Lefferts Gardens;Entire home/apt;80;1;0;;;1;0;;
64576222;Kristin;Manhattan;Upper East Side;Entire home/apt;175;4;0;;;1;0;;
64578817;Bryant;Manhattan;Harlem;Entire home/apt;125;5;15;04/09/2017;0.38;1;0;;
5017724;R;Manhattan;Theater District;Private room;200;5;4;17/10/2016;0.10;1;365;;
64632152;Albert;Manhattan;East Village;Entire home/apt;1000;4;19;17/05/2019;0.51;1;349;;
13406868;Andrew;Brooklyn;Bedford-Stuyvesant;Private room;45;4;1;15/05/2016;0.03;1;0;;
3555480;Melissa;Manhattan;Chelsea;Entire home/apt;175;7;6;09/09/2017;0.16;1;0;;
20161989;Zhenni;Brooklyn;Midwood;Private room;89;2;5;23/10/2017;0.13;1;365;;
64678583;Mark;Bronx;Mott Haven;Private room;500;10;0;;;1;358;;
41280277;Anna;Manhattan;Washington Heights;Entire home/apt;84;2;0;;;1;0;;
64676041;Mey;Manhattan;East Harlem;Entire home/apt;149;5;88;24/06/2019;2.23;1;326;;
2596681;Christine;Brooklyn;Bedford-Stuyvesant;Entire home/apt;110;3;10;05/07/2018;0.26;1;0;;
48764969;Alina;Brooklyn;Bushwick;Private room;40;6;28;14/04/2019;0.70;2;298;;
37820765;Carla;Brooklyn;Columbia St;Entire home/apt;98;2;14;02/05/2017;0.36;1;0;;
5749328;Beth;Manhattan;Upper West Side;Entire home/apt;160;3;36;23/06/2019;0.93;1;318;;
39528519;Max;Manhattan;Lower East Side;Shared room;32;14;0;;;28;341;;
35329442;Tanya;Manhattan;Upper West Side;Entire home/apt;380;2;6;11/12/2016;0.16;1;0;;
31230100;Elissa;Brooklyn;Crown Heights;Private room;35;7;1;15/07/2016;0.03;3;157;;
2134560;Patrick;Brooklyn;Clinton Hill;Private room;100;2;0;;;1;0;;
30283594;Kara;Manhattan;Midtown;Entire home/apt;239;30;0;;;121;352;;
47954479;Erwan;Brooklyn;Bedford-Stuyvesant;Private room;51;1;0;;;1;0;;
7226962;John;Manhattan;East Village;Entire home/apt;200;4;3;26/08/2016;0.08;1;0;;
30283594;Kara;Manhattan;Hell's Kitchen;Entire home/apt;129;30;0;;;121;133;;
30283594;Kara;Manhattan;Midtown;Entire home/apt;239;30;0;;;121;351;;
64765550;Stefano;Manhattan;Upper East Side;Entire home/apt;140;1;4;01/07/2016;0.10;1;0;;
30283594;Kara;Manhattan;Hell's Kitchen;Entire home/apt;239;30;0;;;121;364;;
51924404;Angela;Manhattan;East Village;Private room;56;1;2;01/06/2016;0.05;1;0;;
30283594;Kara;Manhattan;Midtown;Entire home/apt;239;30;0;;;121;352;;
30283594;Kara;Manhattan;Hell's Kitchen;Entire home/apt;239;30;1;31/03/2018;0.06;121;352;;
30283594;Kara;Manhattan;Midtown;Entire home/apt;239;30;0;;;121;352;;
4462547;Ryan;Brooklyn;Prospect Heights;Private room;37;180;0;;;1;0;;
5095576;Isra;Brooklyn;Bushwick;Private room;91;2;30;25/06/2018;0.86;1;0;;
43483337;Alex;Manhattan;Hell's Kitchen;Entire home/apt;170;5;0;;;1;0;;
54378184;Eej;Brooklyn;Clinton Hill;Entire home/apt;169;12;13;24/06/2019;0.34;3;365;;
64791940;Charles;Manhattan;Upper East Side;Private room;35;11;9;31/03/2018;0.24;1;0;;
2875590;Gilad;Brooklyn;Crown Heights;Entire home/apt;180;3;2;15/04/2017;0.05;1;0;;
1712843;Anne;Brooklyn;Bedford-Stuyvesant;Private room;55;4;4;28/10/2016;0.11;1;0;;
30283594;Kara;Manhattan;Midtown;Entire home/apt;239;30;1;28/02/2019;0.23;121;351;;
30283594;Kara;Manhattan;Hell's Kitchen;Entire home/apt;239;30;0;;;121;352;;
438593;SaeHo;Manhattan;Chelsea;Private room;175;1;1;08/04/2016;0.03;2;0;;
268961;Erica & Tayo;Brooklyn;Bedford-Stuyvesant;Entire home/apt;67;3;88;31/01/2019;2.22;1;0;;
30283594;Kara;Manhattan;Hell's Kitchen;Entire home/apt;239;30;0;;;121;165;;
18370504;Emily;Manhattan;Morningside Heights;Private room;65;2;5;29/08/2016;0.13;1;0;;
61391963;Corporate Housing;Manhattan;Upper West Side;Entire home/apt;125;30;9;05/01/2019;0.25;91;127;;
1909320;Peter;Brooklyn;Williamsburg;Entire home/apt;200;1;16;27/06/2019;0.41;3;239;;
34758340;Jonathan;Brooklyn;Sheepshead Bay;Entire home/apt;81;5;9;04/01/2019;0.24;1;1;;
64825610;Michel And Antoine;Manhattan;Hell's Kitchen;Entire home/apt;325;3;99;19/06/2019;2.56;2;246;;
62031986;Adam;Manhattan;Midtown;Entire home/apt;333;1;246;21/06/2019;6.38;1;323;;
19965375;Remy;Manhattan;Chinatown;Private room;90;1;0;;;1;0;;
7403959;L.R.;Manhattan;Hell's Kitchen;Entire home/apt;245;2;24;02/06/2019;0.61;1;48;;
64846981;Maria;Brooklyn;Bushwick;Private room;90;2;6;08/05/2017;0.15;1;358;;
64052858;Elizabeth Anne;Manhattan;Midtown;Entire home/apt;999;2;54;19/06/2019;1.49;1;58;;
42905408;Carolyn;Queens;Astoria;Entire home/apt;165;1;0;;;1;0;;
16098958;Jeremy & Laura;Manhattan;Upper West Side;Entire home/apt;400;30;1;05/12/2016;0.03;96;311;;
16098958;Jeremy & Laura;Manhattan;Financial District;Entire home/apt;160;30;2;08/10/2018;0.07;96;336;;
38967549;John;Brooklyn;Bedford-Stuyvesant;Entire home/apt;75;3;3;27/11/2016;0.08;1;0;;
64916208;Tim;Manhattan;Chelsea;Entire home/apt;206;1;55;01/01/2019;1.41;1;0;;
5075103;Shawn;Manhattan;Harlem;Private room;70;1;16;16/10/2016;0.40;2;0;;
64921358;Kendra;Brooklyn;Williamsburg;Private room;65;1;1;30/03/2016;0.03;1;0;;
64930464;Maya;Brooklyn;Bedford-Stuyvesant;Entire home/apt;126;2;181;23/06/2019;4.73;1;182;;
64932133;Kenny;Brooklyn;Crown Heights;Private room;40;10;0;;;1;0;;
30283594;Kara;Manhattan;Midtown;Entire home/apt;239;30;0;;;121;352;;
3160780;Ben;Brooklyn;Bedford-Stuyvesant;Entire home/apt;129;31;6;31/05/2019;0.15;1;0;;
54921733;Louise;Brooklyn;Flatbush;Entire home/apt;92;1;5;07/08/2017;0.14;3;0;;
64948443;Kim;Manhattan;Harlem;Private room;82;5;106;19/06/2019;2.70;1;39;;
30283594;Kara;Manhattan;Midtown;Entire home/apt;369;30;1;30/10/2018;0.12;121;345;;
30283594;Kara;Manhattan;Midtown;Entire home/apt;369;30;0;;;121;345;;
26802681;Feli;Manhattan;Midtown;Entire home/apt;99;1;172;14/06/2019;4.33;1;213;;
64967307;Dave;Brooklyn;Williamsburg;Private room;78;1;0;;;1;0;;
64963967;Ruby;Brooklyn;Bedford-Stuyvesant;Private room;44;1;0;;;1;0;;
3554055;Jemme;Manhattan;Upper East Side;Entire home/apt;160;3;0;;;1;0;;
5300585;;Manhattan;Chelsea;Entire home/apt;220;4;81;02/07/2019;2.11;1;217;;
64976141;Fran & Jason;Bronx;Mott Haven;Entire home/apt;125;3;142;25/06/2019;3.59;1;185;;
17770287;Nina;Manhattan;Midtown;Entire home/apt;99;30;9;21/04/2019;0.24;14;227;;
47864677;Alicia;Manhattan;Upper East Side;Entire home/apt;75;7;13;20/08/2017;0.34;1;0;;
17845933;Amos Rothschild;Manhattan;Upper West Side;Entire home/apt;300;5;3;31/12/2018;0.08;1;9;;
64674589;Pooran;Manhattan;Upper West Side;Entire home/apt;140;1;8;10/03/2019;0.20;1;7;;
53282710;Weiyi;Manhattan;Upper West Side;Private room;98;3;2;06/08/2016;0.05;1;0;;
12859795;Jeff;Manhattan;Inwood;Private room;99;3;150;30/06/2019;3.85;1;320;;
16098958;Jeremy & Laura;Manhattan;Financial District;Entire home/apt;178;30;2;31/12/2016;0.06;96;332;;
43740859;Katie;Queens;Astoria;Private room;59;1;0;;;1;0;;
4128829;Sara;Brooklyn;Bushwick;Entire home/apt;75;1;48;03/01/2019;1.22;2;36;;
65096495;Eric;Queens;Belle Harbor;Private room;225;1;35;30/06/2019;0.92;1;364;;
11338827;Caty;Manhattan;Harlem;Private room;60;2;5;31/08/2016;0.13;1;0;;
3206521;Dee;Manhattan;West Village;Entire home/apt;268;1;3;23/07/2016;0.08;2;0;;
34736562;Helena;Brooklyn;Carroll Gardens;Entire home/apt;300;7;0;;;1;0;;
10584659;Mike;Manhattan;Gramercy;Entire home/apt;177;3;12;21/07/2016;0.30;1;0;;
13750728;Gayle;Bronx;Longwood;Private room;60;2;47;10/05/2019;1.22;4;249;;
49045679;Vanessa;Manhattan;Lower East Side;Private room;60;3;8;08/08/2016;0.21;1;0;;
13750728;Gayle;Bronx;Longwood;Private room;55;2;31;18/03/2019;0.81;4;280;;
13750728;Gayle;Bronx;Longwood;Private room;60;2;77;12/06/2019;1.96;4;171;;
2613671;Lonnie;Brooklyn;Crown Heights;Entire home/apt;135;1;38;01/07/2019;2.49;1;359;;
15025923;Stephen;Brooklyn;Fort Hamilton;Private room;43;23;0;;;1;0;;
65143341;Noel;Manhattan;Midtown;Entire home/apt;139;1;186;24/06/2019;4.68;1;230;;
2961779;Carmen;Manhattan;Hell's Kitchen;Entire home/apt;100;2;6;01/01/2017;0.16;1;0;;
2589215;Caroline;Brooklyn;Flatbush;Private room;100;4;5;09/11/2018;0.14;1;7;;
22117154;Dorota;Queens;Ridgewood;Private room;40;1;48;07/07/2019;1.24;1;1;;
5075103;Shawn;Manhattan;Harlem;Private room;55;1;1;22/08/2016;0.03;2;0;;
5120853;Mackenzie;Manhattan;Financial District;Entire home/apt;175;2;2;08/07/2016;0.05;1;0;;
23913300;Kelly;Brooklyn;Williamsburg;Entire home/apt;300;2;33;25/06/2019;0.86;2;76;;
53930780;Thomas;Manhattan;Harlem;Private room;45;1;1;06/04/2016;0.03;1;0;;
9558116;Ruma;Brooklyn;Clinton Hill;Entire home/apt;144;2;49;03/07/2019;1.28;1;69;;
65258815;Mrs. Alabi;Brooklyn;Crown Heights;Private room;60;2;129;26/06/2019;3.32;2;39;;
167796;Kamini;Manhattan;East Harlem;Private room;250;1;0;;;1;365;;
3604124;William;Brooklyn;Crown Heights;Private room;45;4;4;17/12/2017;0.18;1;0;;
34507633;Paul;Manhattan;East Village;Private room;80;1;1;26/05/2016;0.03;1;0;;
23772724;Elem;Manhattan;Upper West Side;Entire home/apt;136;30;0;;;15;317;;
18261318;Daniel;Manhattan;East Village;Entire home/apt;149;2;16;06/05/2018;0.43;1;0;;
4350664;Denia;Manhattan;East Harlem;Private room;89;5;62;02/07/2019;1.82;1;271;;
50200840;Katherine;Manhattan;East Village;Private room;110;3;36;01/07/2019;0.91;1;292;;
51434373;Yael;Manhattan;Chelsea;Private room;179;3;69;19/06/2019;1.80;1;104;;
65359432;Ren;Queens;Astoria;Shared room;500;2;15;16/02/2017;0.39;2;365;;
6520757;Jeen;Brooklyn;Bedford-Stuyvesant;Entire home/apt;150;4;11;11/06/2019;0.29;1;0;;
65361160;Peter;Queens;Ridgewood;Entire home/apt;175;6;29;05/07/2019;0.83;1;55;;
7039396;Sol And Coach;Brooklyn;Cypress Hills;Entire home/apt;79;1;130;26/06/2019;3.48;2;258;;
11218119;James;Brooklyn;Clinton Hill;Entire home/apt;117;3;1;04/04/2016;0.03;1;0;;
64652921;Irit;Brooklyn;Williamsburg;Entire home/apt;91;5;0;;;1;0;;
57070933;Yiin;Manhattan;Upper West Side;Private room;65;2;3;16/06/2016;0.08;2;0;;
56098700;Jim;Manhattan;Midtown;Entire home/apt;500;3;0;;;1;0;;
16677326;Alex And Zeena;Manhattan;Chelsea;Private room;85;1;210;23/06/2019;5.34;12;321;;
50760546;CRNY Monthly Rentals;Manhattan;Midtown;Entire home/apt;150;29;1;30/11/2018;0.14;31;143;;
59928816;Elizabeth;Queens;Ridgewood;Private room;80;2;177;05/07/2019;4.48;2;245;;
65402364;Aleksandra;Manhattan;Upper West Side;Entire home/apt;200;5;0;;;1;0;;
22887864;Simone;Brooklyn;Bedford-Stuyvesant;Entire home/apt;325;2;76;24/06/2019;1.93;1;160;;
28895303;Harry;Manhattan;Upper East Side;Private room;95;1;10;09/06/2016;0.25;1;0;;
65415391;Katherine;Manhattan;East Village;Private room;100;1;0;;;1;0;;
12446229;Peter;Manhattan;Upper West Side;Shared room;85;2;47;01/07/2019;1.20;1;76;;
794042;Rhea;Brooklyn;Clinton Hill;Entire home/apt;115;5;8;16/08/2016;0.21;1;0;;
808189;Ashley;Manhattan;Two Bridges;Entire home/apt;111;1;41;23/06/2019;1.17;1;4;;
